"lang"
{
	"Language"		"Portuguese"
		"DOTA_Tooltip_Ability_invoker_retro_levitation_duration"                          "DURAÇÃO (<font color=\"#0099CC\">QUAS</font>, <font color=\"#CC0099\">WEX</font>, <font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_levitation_half_mana_cost"                                   "Levitation"
		"DOTA_Tooltip_Ability_invoker_retro_levitation_half_mana_cost_Description"                       "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nInvoker se levanta em pleno a tornando-o invulneravel porém impossibilitado de realizar qualquer ação. A duração aumenta por level de Quas, Wex, e Exort."
		"DOTA_Tooltip_Ability_invoker_retro_levitation_half_mana_cost_duration"                          "DURAÇÃO (<font color=\"#0099CC\">QUAS</font>, <font color=\"#CC0099\">WEX</font>, <font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_levitation_no_mana_cost"                                   "Levitation"
		"DOTA_Tooltip_Ability_invoker_retro_levitation_no_mana_cost_Description"                       "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nInvoker se levanta em pleno a tornando-o invulneravel porém impossibilitado de realizar qualquer ação. A duração aumenta por level de Quas, Wex, e Exort."
		"DOTA_Tooltip_Ability_invoker_retro_levitation_no_mana_cost_duration"                          "DURAÇÃO (<font color=\"#0099CC\">QUAS</font>, <font color=\"#CC0099\">WEX</font>, <font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_modifier_invoker_retro_levitation"                  "Levitation"
		"DOTA_Tooltip_modifier_invoker_retro_levitation_Description"      "Invulneravel porém impedido de agir."
		
		
		
		//Lightning Shield
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield"                             "Lightning Shield"
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_Description"                 "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font>.\n\nCria um buff na unidade escolhida ou construção, que causa dano por segundo em todas as unidades, aliadas e inimigas, em um area de %range% unidades. O dano por segundo e a duração do buff aumentam por level de Wex."
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_damage_per_second"			  "DANO POR SEGUNDO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_duration"					  "DURAÇÃO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_half_mana_cost"                             "Lightning Shield"
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_half_mana_cost_Description"                 "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font>.\n\nCria um buff na unidade escolhida ou construção, que causa dano por segundo em todas as unidades, aliadas e inimigas, em um area de %range% unidades. O dano por segundo e a duração do buff aumentam por level de Wex."
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_half_mana_cost_damage_per_second"			  "DANO POR SEGUNDO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_half_mana_cost_duration"					  "DURAÇÃO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_no_mana_cost"                             "Lightning Shield"
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_no_mana_cost_Description"                 "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font>.\n\nCria um buff na unidade escolhida ou construção, que causa dano por segundo em todas as unidades, aliadas e inimigas, em um area de %range% unidades. O dano por segundo e a duração do buff aumentam por level de Wex."
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_no_mana_cost_damage_per_second"			  "DANO POR SEGUNDO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_lightning_shield_no_mana_cost_duration"					  "DURAÇÃO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_modifier_invoker_retro_lightning_shield"                  		  "Lightning Shield"
		"DOTA_Tooltip_modifier_invoker_retro_lightning_shield_Description"      		  "Causando dano por segundo para unidades aliadas e inimigas proximas."

		
		
		//Mana Burn
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn"                                    "Mana Burn"
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_Description"                        "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font>.\n\nQueima a mana do alvo escolhido, causando dano igual a quantiadade de mana queimada. A quantidade de mana queimada aumenta por level de Wex."
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_mana_burned"                        "MANA REMOVIDA E DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_half_mana_cost"                                    "Mana Burn"
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_half_mana_cost_Description"                        "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font>.\n\nQueima a mana do alvo escolhido, causando dano igual a quantiadade de mana queimada. A quantidade de mana queimada aumenta por level de Wex."
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_half_mana_cost_mana_burned"                        "MANA REMOVIDA E DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_no_mana_cost"                                    "Mana Burn"
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_no_mana_cost_Description"                        "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font>.\n\nQueima a mana do alvo escolhido, causando dano igual a quantiadade de mana queimada. A quantidade de mana queimada aumenta por level de Wex."
		"DOTA_Tooltip_Ability_invoker_retro_mana_burn_no_mana_cost_mana_burned"                        "MANA REMOVIDA E DANO (<font color=\"#CC0099\">WEX</font>):"
		
		
		
		//Portal (broken up into 8 spells)
		"DOTA_Tooltip_Ability_invoker_retro_portal"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/450/500/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		FF9933

		"DOTA_Tooltip_Ability_invoker_retro_portal_level_1_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_1_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#FF9933\">350</font><font color=\"#888888\">/400/450/500/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_1_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_2_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_2_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/</font><font color=\"#FF9933\">400</font><font color=\"#888888\">/450/500/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_2_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_3_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_3_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/</font><font color=\"#FF9933\">450</font><font color=\"#888888\">/500/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_3_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_4_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_4_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/450/</font><font color=\"#FF9933\">500</font><font color=\"#888888\">/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_4_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_5_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_5_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/450/500/</font><font color=\"#FF9933\">550</font><font color=\"#888888\">/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_5_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_6_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_6_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/450/500/550/</font><font color=\"#FF9933\">600</font><font color=\"#888888\">/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_6_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_7_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_7_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/450/500/550/600/</font><font color=\"#FF9933\">650</font><font color=\"#888888\">/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_7_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_8_quas"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_8_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/400/450/500/550/600/650/</font><font color=\"#FF9933\">700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_8_quas_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_1_quas_half_mana_cost"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_1_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#FF9933\">350</font><font color=\"#888888\">/400/450/500/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_1_quas_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_2_quas_half_mana_cost"                        "Portal"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_2_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nApós uma longa conjuração, causa dano no alvo inimigo puxando-o para a posição de Invoker. O cast range aumenta por level de Quas, e o dano aumenta por level de Wex.\n\nCAST RANGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">350/</font><font color=\"#FF9933\">400</font><font color=\"#888888\">/450/500/550/600/650/700</font>"
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_2_quas_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_portal_level_3_quas_half_mana_cost"                        "Portal"
